hospitalname,address1,city,hospitaltype,hospitalowner
RIDEOUT MEMORIAL HOSPITAL,726 4TH ST,MARYSVILLE,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,Acute Care Hospitals,Proprietary
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other
PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,Acute Care Hospitals,Voluntary non-profit - Other
KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE,2025 MORSE AVE,SACRAMENTO,Acute Care Hospitals,Voluntary non-profit - Other
KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE,2025 MORSE AVE,SACRAMENTO,Acute Care Hospitals,Voluntary non-profit - Other
KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE,2025 MORSE AVE,SACRAMENTO,Acute Care Hospitals,Voluntary non-profit - Other
KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE,2025 MORSE AVE,SACRAMENTO,Acute Care Hospitals,Voluntary non-profit - Other
KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE,2025 MORSE AVE,SACRAMENTO,Acute Care Hospitals,Voluntary non-profit - Other
WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,Acute Care Hospitals,Proprietary
WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,Acute Care Hospitals,Proprietary
WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,Acute Care Hospitals,Proprietary
WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,Acute Care Hospitals,Proprietary
WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,Acute Care Hospitals,Proprietary
WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,Acute Care Hospitals,Proprietary
WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,Acute Care Hospitals,Proprietary
WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,Acute Care Hospitals,Proprietary
WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,Acute Care Hospitals,Proprietary
WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,Acute Care Hospitals,Proprietary
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,Acute Care Hospitals,Voluntary non-profit - Private
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,Acute Care Hospitals,Voluntary non-profit - Other
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,Acute Care Hospitals,Voluntary non-profit - Church
KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,280 W MAC ARTHUR BLVD,OAKLAND,Acute Care Hospitals,Voluntary non-profit - Other
KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,280 W MAC ARTHUR BLVD,OAKLAND,Acute Care Hospitals,Voluntary non-profit - Other
KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,280 W MAC ARTHUR BLVD,OAKLAND,Acute Care Hospitals,Voluntary non-profit - Other
KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,280 W MAC ARTHUR BLVD,OAKLAND,Acute Care Hospitals,Voluntary non-profit - Other
KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,280 W MAC ARTHUR BLVD,OAKLAND,Acute Care Hospitals,Voluntary non-profit - Other
KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,280 W MAC ARTHUR BLVD,OAKLAND,Acute Care Hospitals,Voluntary non-profit - Other
KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,280 W MAC ARTHUR BLVD,OAKLAND,Acute Care Hospitals,Voluntary non-profit - Other
KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,280 W MAC ARTHUR BLVD,OAKLAND,Acute Care Hospitals,Voluntary non-profit - Other
KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,280 W MAC ARTHUR BLVD,OAKLAND,Acute Care Hospitals,Voluntary non-profit - Other
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,Acute Care Hospitals,Government - Hospital District or Authority
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
SAN LEANDRO HOSPITAL,13855 E 14TH STREET,SAN LEANDRO,Acute Care Hospitals,Proprietary
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,Acute Care Hospitals,Voluntary non-profit - Private
DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO,Acute Care Hospitals,Government - Hospital District or Authority
DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO,Acute Care Hospitals,Government - Hospital District or Authority
DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO,Acute Care Hospitals,Government - Hospital District or Authority
DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO,Acute Care Hospitals,Government - Hospital District or Authority
DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO,Acute Care Hospitals,Government - Hospital District or Authority
DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO,Acute Care Hospitals,Government - Hospital District or Authority
DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO,Acute Care Hospitals,Government - Hospital District or Authority
DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO,Acute Care Hospitals,Government - Hospital District or Authority
DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO,Acute Care Hospitals,Government - Hospital District or Authority
DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO,Acute Care Hospitals,Government - Hospital District or Authority
DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO,Acute Care Hospitals,Government - Hospital District or Authority
